,,,,,
codeset,Type,application,Name,FIELDMOBI_DEFAULT,
285,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,BULK_STORAGE,Bulk Storage Silos
286,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,DRAWER_STORAGE,Drawer Storage Systems
287,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,HIGHDENSITY_STORAGE,High-Density Storage Solutions
288,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,ARCHIVESTORAGE_SYSTEMS,Archive Storage Systems
289,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,OVERHEAD_STORAGE,Overhead Storage
290,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,TOOLSTORAGE,Tool Storage Systems
291,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,FILE_STORAGE,File Storage Systems
292,ASSET,Level_002,ASSET#STORAGE_SYSTEMS,PALLETIZING_SYSTEMS,Palletizing Systems
293,ASSET,Level_002,ASSET#RETAIL_FIXTURES,DISPLAY SHELVING,Display Shelving
294,ASSET,Level_002,ASSET#RETAIL_FIXTURES,WALL_MOUNTED,Wall Mounted Shelving
295,ASSET,Level_002,ASSET#RETAIL_FIXTURES,GONDOLA_SHELVING,Gondola Shelving Units
296,ASSET,Level_002,ASSET#RETAIL_FIXTURES,END_SHELVES,End Shelves
297,ASSET,Level_002,ASSET#RETAIL_FIXTURES,MANNEQUINS,Mannequins
298,ASSET,Level_002,ASSET#RETAIL_FIXTURES,CLOTHING_RACKS,Clothing Racks
299,ASSET,Level_002,ASSET#RETAIL_FIXTURES,PRODUCT_DISPLAY,Product Display Stands
300,ASSET,Level_002,ASSET#RETAIL_FIXTURES,COUNTERS,Counters
301,ASSET,Level_002,ASSET#RETAIL_FIXTURES,CHECKOUT_STATIONS,Checkout Stations
302,ASSET,Level_002,ASSET#RETAIL_FIXTURES,SIGNAGE_DISPLAYS,Signage and Displays
303,ASSET,Level_002,ASSET#RETAIL_FIXTURES,PEGBOARD_DISPLAYS,Pegboard Displays
304,ASSET,Level_002,ASSET#RETAIL_FIXTURES,DUMP_BINS,Dump Bins and Baskets
305,ASSET,Level_002,ASSET#RETAIL_FIXTURES,KIOSKS,Kiosks
306,ASSET,Level_002,ASSET#RETAIL_FIXTURES,DISPLAY_CABINETS,Display Cabinets
307,ASSET,Level_002,ASSET#RETAIL_FIXTURES,PRODUCT_HOOKS,Product Hooks and Brackets
308,ASSET,Level_002,ASSET#RETAIL_FIXTURES,STORE_FIXTURES,Store Fixtures for Promotional Displays
309,ASSET,Level_002,ASSET#RETAIL_FIXTURES,DISPLAY_UNITS,Freestanding Display Units
310,ASSET,Level_002,ASSET#RETAIL_FIXTURES,SLATWALL_PANELS,Slatwall Panels
311,ASSET,Level_002,ASSET#RETAIL_FIXTURES,STORE_SIGNAGE,Store Signage (Interior/Exterior)
312,ASSET,Level_002,ASSET#RETAIL_FIXTURES,POS,Point of Sale (POS) Stations
313,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,DIAGNOSTIC MACHINES,Diagnostic Machines
314,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,MRI MACHINES,MRI Machines
315,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,XRAY_MACHINES,X-Ray Machines
316,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,ULTRASOUND_MACHINES,Ultrasound Machines
317,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,CT_SCANNERS,CT Scanners
318,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,ECG MACHINES,ECG Machines
319,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,VENTILATORS,Ventilators
320,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,INFUSION_PUMPS,Infusion Pumps
321,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,ANESTHESIA_MACHINES,Anesthesia Machines
322,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,DEFIBRILLATORS,Defibrillators
323,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,PATIENT MONITORS,Patient Monitors
324,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,STERILIZERS,Sterilizers
325,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,SURGICAL_INSTRUMENTS,Surgical Instruments
326,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,SURGICAL_TABLES,Surgical Tables
327,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,EXAM_TABLES,Exam Tables
328,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,LABORATORY_EQP,Laboratory Equipment
329,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,OXYGEN_CONCENTRATORS,Oxygen Concentrators
330,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,BP_MONITORS,Blood Pressure Monitors
331,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,WHEELCHAIRS,Wheelchairs
332,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,STRETCHERS,Stretchers
333,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,DIALYSIS_MACHINES,Dialysis Machines
334,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,BLOOD_GAS,Blood Gas Analyzers
335,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,ENDOSCOPES,Endoscopes
336,ASSET,Level_002,ASSET#MEDICAL_EQUIPMENT,IV_POLES,IV Poles
337,ASSET,Level_002,ASSET#HVAC,AIR_CONDITIONERS,Air Conditioners
338,ASSET,Level_002,ASSET#HVAC,FURNACES,Furnaces
339,ASSET,Level_002,ASSET#HVAC,HEAT_PUMPS,Heat Pumps
340,ASSET,Level_002,ASSET#HVAC,BOILERS,Boilers
341,ASSET,Level_002,ASSET#HVAC,AHU,Air Handling Units (AHU)
342,ASSET,Level_002,ASSET#HVAC,CHILLERS,Chillers
343,ASSET,Level_002,ASSET#HVAC,DUCTWORK,Ductwork
344,ASSET,Level_002,ASSET#HVAC,VENTILATION_FANS,Ventilation Fans
345,ASSET,Level_002,ASSET#HVAC,DEHUMIDIFIERS,Dehumidifiers
346,ASSET,Level_002,ASSET#HVAC,HUMIDIFIERS,Humidifiers
347,ASSET,Level_002,ASSET#HVAC,THERMOSTATS,Thermostats
348,ASSET,Level_002,ASSET#HVAC,COOLING_TOWERS,Cooling Towers
349,ASSET,Level_002,ASSET#HVAC,PACKAGE_UNITS,Package Units
350,ASSET,Level_002,ASSET#HVAC,EXHAUST_FANS,Exhaust Fans
351,ASSET,Level_002,ASSET#HVAC,AIR_FILTERS,Air Filters
352,ASSET,Level_002,ASSET#HVAC,RADIATORS,Radiators
353,ASSET,Level_002,ASSET#HVAC,UV AIR PURIFIERS,UV Air Purifiers
354,ASSET,Level_002,ASSET#IT_INFRA,SERVERS,Servers
355,ASSET,Level_002,ASSET#IT_INFRA,NETWORK_ROUTERS,Network Routers
356,ASSET,Level_002,ASSET#IT_INFRA,SWITCHES,Switches
357,ASSET,Level_002,ASSET#IT_INFRA,FIREWALLS,Firewalls
358,ASSET,Level_002,ASSET#IT_INFRA,DATA CENTER RACKS,Data Center Racks
359,ASSET,Level_002,ASSET#IT_INFRA,POWER SUPPLIES,Power Supplies
360,ASSET,Level_002,ASSET#IT_INFRA,"NETWORK CABLES (ETHERNET, FIBER OPTIC)","Network Cables (Ethernet, Fiber Optic)"
361,ASSET,Level_002,ASSET#IT_INFRA,WIRELESS ACCESS POINTS,Wireless Access Points
362,ASSET,Level_002,ASSET#IT_INFRA,MODEMS,Modems
363,ASSET,Level_002,ASSET#IT_INFRA,DESKTOP,Desktop
364,ASSET,Level_002,ASSET#IT_INFRA,LAPTOPS,Laptops
365,ASSET,Level_002,ASSET#TRANSPORT_EQP,TRUCKS,Trucks
366,ASSET,Level_002,ASSET#TRANSPORT_EQP,TRAILERS,Trailers
367,ASSET,Level_002,ASSET#TRANSPORT_EQP,FORKLIFT,Forklifts
368,ASSET,Level_002,ASSET#TRANSPORT_EQP,DELIVERY_VANS,Delivery Vans
369,ASSET,Level_002,ASSET#TRANSPORT_EQP,SHIPPING_CONTAINERS,Shipping Containers
370,ASSET,Level_002,ASSET#TRANSPORT_EQP,REFRIGERATED_TRUCKS,Refrigerated Trucks
371,ASSET,Level_002,ASSET#TRANSPORT_EQP,BUSES,Buses
372,ASSET,Level_002,ASSET#TRANSPORT_EQP,CARGO_EQP,Cargo Handling Equipment
373,ASSET,Level_002,ASSET#TRANSPORT_EQP,TOW_TRUCKS,Tow Trucks
374,ASSET,Level_002,ASSET#TRANSPORT_EQP,COMMERCIAL_VEHICLES,Commercial Vehicles
375,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,ENGINES,Engines
376,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,TRANSMISSIONS,Transmissions
377,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,TIRES,Tires
378,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,BATTERY,Batteries
379,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,ALTERNATORS,Alternators
380,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,RADIATOR,Radiators
381,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,BRAKES,Brakes
382,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,EXHAUST SYSTEMS,Exhaust Systems
383,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,AC_UNITS,Air Conditioning Units
384,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,SUSPENSION_SYSTEMS,Suspension Systems
385,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,STEERING_SYSTEMS,Steering Systems
386,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,AUTOMOTIVE_TOOLS,Automotive Tools
387,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,VEHICLE_LIFTS,Vehicle Lifts
388,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,DIAGNOSTIC_EQUIPMENT,Diagnostic Equipment
389,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,FUEL_PUMPS,Fuel Pumps
390,ASSET,Level_002,ASSET#AUTOMOTIVE_EQUIPMENT,LIGHTS,Lights and Lighting Systems
391,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,CAMERAS,Cameras
392,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,VIDEO_RECORDERS,Video Recorders
393,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,MICROPHONES,Microphones
394,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,AUDIO_MIXERS,Audio Mixers
395,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,PROJECTORS,Projectors
396,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,BROADCAST_EQUIPMENT,Broadcast Equipment
397,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,LIGHTING_EQUIPMENT,Lighting Equipment
398,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,TELEPROMPTERS,Teleprompters
399,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,STUDIO_MONITORS,Studio Monitors
400,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,SOUND_SYSTEMS,Sound Systems
401,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,VIDEO_SWITCHERS,Video Switchers
402,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,EDITING_EQUIPMENT,Editing Equipment
403,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,VIDEO_CAMERAS,Video Cameras
404,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,AUDIO_RECORDERS,Audio Recorders
405,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,DRONES,Drones
406,ASSET,Level_002,ASSET#MEDIA_EQUIPMENT,GREEN_SCREENS,Green Screens
407,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,POWER_TOOLS,Power Tools
408,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,HAND_TOOLS,Hand Tools
409,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,WELDING_EQP,Welding Equipment
410,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,LADDERS,Ladders
411,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,PUMP,Pumps
412,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,PRESSURE_WASHER,Pressure Washers
413,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,AIR_COMPRESSOR,Air Compressors
414,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,HVAC_MAINTENANCE_TOOLS,HVAC Maintenance Tools
415,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,LUBRICATION,Lubrication Systems
416,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,MEASURING_INSTRUMENTS,Measuring Instruments
417,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,CRANE_INSPECTION_TOOLS,Crane Inspection Tools
418,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,DIAGNOSTIC_EQP,Diagnostic Equipment
419,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,ELECTRICAL_TESTING,Electrical Testing Equipment
420,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,FORKLIFTS_MHE,Forklifts and Material Handling Tools
421,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,MAINTENANCE_GENERATORS,Generators
422,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,MAINTENANCE_LIFTS,Maintenance Lifts
423,ASSET,Level_002,ASSET#MAINTENANCE_EQUIPMENT,TOOL_STORAGESYSTEMS,Tool Storage Systems
424,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,LABELING_MACHINES,Labeling Machines
425,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,FILLING_MACHINES,Filling Machines
426,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,SEALING_MACHINES,Sealing Machines
427,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,CAPPING_MACHINES,Capping Machines
428,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,WRAPPING_MACHINES,Wrapping Machines
429,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,CARTONING_MACHINES,Cartoning Machines
430,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,STRETCHWRAPPING_MACHINES,Stretch Wrapping Machines
431,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,CASEERECTING_MACHINES,Case Erecting Machines
432,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,PALLETIZING_MACHINES,Palletizing Machines
433,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,SHRINKWRAPPING_MACHINES,Shrink Wrapping Machines
434,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,MARKING_MACHINES,Coding and Marking Machines
435,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,BAGGING_MACHINES,Bagging Machines
436,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,BLISTER_PACKAGING,Blister Packaging Machines
437,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,VACUUM_PACKAGING,Vacuum Packaging Machines
438,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,AUTOMATED_PACKAGING,Automated Packaging Systems
439,ASSET,Level_002,ASSET#PACKAGING_MACHINERY,BOTTLE_RINSING,Bottle Rinsing and Filling Machines
440,ASSET,Level_002,ASSET#LAB_EQP,MICROSCOPES,Microscopes
441,ASSET,Level_002,ASSET#LAB_EQP,CENTRIFUGES,Centrifuges
442,ASSET,Level_002,ASSET#LAB_EQP,INCUBATORS,Incubators
443,ASSET,Level_002,ASSET#LAB_EQP,SPECTROPHOTOMETERS,Spectrophotometers
444,ASSET,Level_002,ASSET#LAB_EQP,AUTOCLAVES,Autoclaves
445,ASSET,Level_002,ASSET#LAB_EQP,PH_METERS,pH Meters
446,ASSET,Level_002,ASSET#LAB_EQP,PIPETTES,Pipettes
447,ASSET,Level_002,ASSET#LAB_EQP,FUME_HOODS,Fume Hoods
448,ASSET,Level_002,ASSET#LAB_EQP,BUNSEN_BURNERS,Bunsen Burners
449,ASSET,Level_002,ASSET#LAB_EQP,LABORATORY_OVENS,Laboratory Ovens
450,ASSET,Level_002,ASSET#LAB_EQP,SHAKERS,Shakers
451,ASSET,Level_002,ASSET#LAB_EQP,WATER_PURIFICATION,Water Purification Systems
452,ASSET,Level_002,ASSET#LAB_EQP,ANALYTICAL_SCALES,Analytical Scales
453,ASSET,Level_002,ASSET#LAB_EQP,GLASSWARE,"Glassware (Beakers, Flasks, etc.)"
454,ASSET,Level_002,ASSET#LAB_EQP,LIQUID_HANDLING,Liquid Handling Systems
455,ASSET,Level_002,ASSET#BATTERIES,LEADACID,Lead-Acid Batteries
456,ASSET,Level_002,ASSET#BATTERIES,LITHIUMION,Lithium-Ion Batteries
457,ASSET,Level_002,ASSET#BATTERIES,NICD,Nickel-Cadmium (NiCd) Batteries
458,ASSET,Level_002,ASSET#BATTERIES,NIMH,Nickel-Metal Hydride (NiMH) Batteries
459,ASSET,Level_002,ASSET#BATTERIES,ALKALINE,Alkaline Batteries
460,ASSET,Level_002,ASSET#BATTERIES,ZINC_BATTERIES,Zinc-Carbon Batteries
461,ASSET,Level_002,ASSET#BATTERIES,LITHIUM_BATTERIES,Lithium Polymer Batteries
462,ASSET,Level_002,ASSET#BATTERIES,RECHARGEABLE_BATTERIES,Rechargeable Batteries
463,ASSET,Level_002,ASSET#BATTERIES,NONRECHARGEABLE_BATTERIES,Primary (Non-rechargeable) Batteries
464,ASSET,Level_002,ASSET#BATTERIES,BUTTON_BATTERIES,Button Cell Batteries
465,ASSET,Level_002,ASSET#BATTERIES,CAR_BATTERIES,Car Batteries
466,ASSET,Level_002,ASSET#BATTERIES,SOLAR_BATTERIES,Solar Batteries
467,ASSET,Level_002,ASSET#BATTERIES,UPS_BATTERIES,UPS Batteries
468,ASSET,Level_002,ASSET#BATTERIES,COINCELL_BATTERIES,Coin Cell Batteries
469,ASSET,Level_002,ASSET#BATTERIES,AGM_BATTERIES,AGM (Absorbent Glass Mat) Batteries
470,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,RESISTORS,Resistors
471,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,CAPACITORS,Capacitors
472,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,DIODES,Diodes
473,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,TRANSISTORS,Transistors
474,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,ICS,Integrated Circuits (ICs)
475,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,CONNECTORS,Connectors
476,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,INDUCTORS,Inductors
477,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,OSCILLATORS,Oscillators
478,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,TRANSFORMERS,Transformers
479,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,LEDS,LEDs (Light Emitting Diodes)
480,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,SENSORS,Sensors
481,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,MICROCONTROLLERS,Microcontrollers
482,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,FUSES,Fuses
483,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,SWITCH,Switches
484,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,RELAYS,Relays
485,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,POTENTIOMETERS,Potentiometers
486,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,CRYSTAL_OSCILLATORS,Crystal Oscillators
487,ASSET,Level_002,ASSET#ELECTRONIC_COMPONENTS ,CIRCUIT_BREAKERS,Circuit Breakers
488,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,OVENS,Ovens
489,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,STOVES,Stoves
490,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,MICROWAVES,Microwaves
491,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,REFRIGERATORS,Refrigerators
492,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,DISHWASHERS,Dishwashers
493,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,GRILLS,Grills
494,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,FRYERS,Fryers
495,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,FOOD_PROCESSORS,Food Processors
496,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,BLENDERS,Blenders
497,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,COFFEE_MAKERS,Coffee Makers
498,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,TOASTERS,Toasters
499,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,MIXERS,Mixers
500,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,DEEP_FRYERS,Deep Fryers
501,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,ICE_MAKERS,Ice Makers
502,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,SLICERS,Slicers
503,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,STEAMERS,Steamers
504,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,COFFEE_GRINDERS,Coffee Grinders
505,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,WATER_HEATERS,Water Heaters
506,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,WARMING_DRAWERS,Warming Drawers
507,ASSET,Level_002,ASSET#KITCHEN_EQUIPMENT,COUNTERTOP_BURNERS,Countertop Burners
508,CURRENCY,Level_001,CURRENCY,USD,USD
509,CURRENCY,Level_001,CURRENCY,EUR ,EUR 
510,CURRENCY,Level_001,CURRENCY,GBP ,GBP 
511,CURRENCY,Level_001,CURRENCY,JPY ,INR 
512,SENIORITY,Level_001,SENIORITY,CSUITE,C-Suite
513,SENIORITY,Level_001,SENIORITY,VICE PRESIDENT,Vice President
514,SENIORITY,Level_001,SENIORITY,DIRECTORS,Directors
515,SENIORITY,Level_001,SENIORITY,MANAGERS,Managers
516,SENIORITY,Level_001,SENIORITY,ASSOCIATES,Associates
517,SENIORITY,Level_001,SENIORITY,ANALYSTS,Analysts
518,SENIORITY,Level_001,SENIORITY,ENTRYLEVEL,Entry-Level
519,SENIORITY,Level_001,SENIORITY,CONSULTANT,Consultant
520,SENIORITY,Level_001,SENIORITY,FREELANCER,Freelancer
521,SENIORITY,Level_001,SENIORITY,CONTRACTOR,Contractor
522,UOM,Level_001,UOM,PIECE,Piece (pc)
523,UOM,Level_001,UOM,KILOGRAM,Kilogram (kg)
524,UOM,Level_001,UOM,GRAM,Gram (g)
525,UOM,Level_001,UOM,MILLIGRAM,Milligram (mg)
526,UOM,Level_001,UOM,METRIC TON,Metric Ton (MT)
527,UOM,Level_001,UOM,POUND,Pound (lb)
528,UOM,Level_001,UOM,OUNCE,Ounce (oz)
529,UOM,Level_001,UOM,LITER,Liter (L)
530,UOM,Level_001,UOM,MILLILITER,Milliliter (mL)
531,UOM,Level_001,UOM,CUBIC METER,Cubic Meter (m³)
532,UOM,Level_001,UOM,CUBIC CENTIMETER,Cubic Centimeter (cc)
533,UOM,Level_001,UOM,SQUARE METER,Square Meter (m²)
534,UOM,Level_001,UOM,SQUARE FOOT,Square Foot (ft²)
535,UOM,Level_001,UOM,INCH,Inch (in)
536,UOM,Level_001,UOM,FOOT,Foot (ft)
537,UOM,Level_001,UOM,YARD,Yard (yd)
538,UOM,Level_001,UOM,METER,Meter (m)
539,UOM,Level_001,UOM,KILOMETER,Kilometer (km)
540,UOM,Level_001,UOM,MILE,Mile
541,UOM,Level_001,UOM,GALLON,Gallon
542,UOM,Level_001,UOM,QUART,Quart
543,UOM,Level_001,UOM,PINT,Pint
544,UOM,Level_001,UOM,HOUR,Hour (hr)
545,UOM,Level_001,UOM,MINUTE,Minute (min)
546,UOM,Level_001,UOM,SECOND,Second (s)
547,UOM,Level_001,UOM,PACK,Pack
548,UOM,Level_001,UOM,SET,Set
549,UOM,Level_001,UOM,DOZEN,Dozen (dz)
550,UOM,Level_001,UOM,PAIR,Pair
551,UOM,Level_001,UOM,BOX,Box
552,UOM,Level_001,UOM,CARTON,Carton
553,UOM,Level_001,UOM,BARREL,Barrel
554,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,EMAIL,Email
555,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,PHONE_CALL,Phone Call
556,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,TEXT_MESSAGE,Text Message
557,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,WHATSAPP,WhatsApp
558,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,VIDEO_CALL,Video Call
559,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,FACEBOOK_MESSENGER,Facebook Messenger
560,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,INSTAGRAM,Instagram Direct Message
561,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,TWITTER,Twitter/X
562,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,LINKEDIN,LinkedIn Message
563,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,SNAPCHAT,Snapchat
564,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,TELEGRAM,Telegram
565,MODE_OF_CONTACT ,Level_001,MODE_OF_CONTACT ,WEB_FORM_SUBMISSION,Web Form Submission
566,PRICING_PLAN,Level_001,PRICING_PLAN,YEARLY,Yearly
567,PRICING_PLAN,Level_001,PRICING_PLAN,QUARTERLY,Quarterly
568,PRICING_PLAN,Level_001,PRICING_PLAN,MONTHLY,Monthly
569,PRICING_PLAN,Level_001,PRICING_PLAN,WEEKLY,Weekly
570,PRICING_PLAN,Level_001,PRICING_PLAN,DAILY,Daily
571,PRICING_PLAN,Level_001,PRICING_PLAN,HOURLY,Hourly
572,PRICING_PLAN,Level_001,PRICING_PLAN,USAGE_BASED,Usage-Based
573,COST_TYPE,Level_001,COST_TYPE,STANDARD COST,Standard Cost
574,COST_TYPE,Level_001,COST_TYPE,WEIGHTEDAVERAGE_COST,Weighted Average Cost
575,COST_TYPE,Level_001,COST_TYPE,FIFO,"FIFO (First-In, First-Out)"
576,COST_TYPE,Level_001,COST_TYPE,LIFO,"LIFO (Last-In, First-Out)"
577,COST_TYPE,Level_001,COST_TYPE,PROCUREMENT_PLAN,By Procurement Plan
578,PROCUREMENT_TYPE,Level_001,PROCUREMENT_TYPE,ONE TIME,One Time
579,PROCUREMENT_TYPE,Level_001,PROCUREMENT_TYPE,SUBSCRIPTION,Subscription
580,PROCUREMENT_TYPE,Level_001,PROCUREMENT_TYPE,USAGE,Usage-based
581,COMPANY_SIZE,Level_001,COMPANY_SIZE,SME,SME
582,COMPANY_SIZE,Level_001,COMPANY_SIZE,ENTERPRISE,Enterprise
583,COMPANY_SIZE,Level_001,COMPANY_SIZE,INDIVIDUAL,Individual
